,x,y,Sx,Sy,Sz
0,-1.774519052838329,-1.774519052838329,0.19943703339629035,0.3454351154575433,0.2919662340134742
1,-1.774519052838329,-1.774519052838329,0.24164085373448252,0.09769965029314334,0.421381064165004
2,-1.774519052838329,-1.774519052838329,0.3034250174290025,-0.05325595372432981,0.3896487072099989
3,-1.774519052838329,-1.774519052838329,0.35191210702375514,-0.20317657965118852,0.28400208406242894
4,-0.9084936490538904,-0.9084936490538904,-0.03621007863114446,0.2581169742787178,0.4213810491683729
5,-0.9084936490538904,-0.9084936490538904,0.03190734520428541,0.0552651780516767,0.49208304151780896
6,-0.9084936490538904,-0.9084936490538904,0.10433082963979554,-0.060235434904965884,0.48076094453049756
7,-0.9084936490538904,-0.9084936490538904,0.19783352943773264,-0.23614582921552954,0.38964868480795356
8,-0.04246824526945181,-0.04246824526945181,-0.19783352796722342,0.23614582587027705,0.38964868746147435
9,-0.04246824526945181,-0.04246824526945181,-0.10433083051179212,0.060235433500540544,0.48076094256936663
10,-0.04246824526945181,-0.04246824526945181,-0.03190734480316158,-0.05526517519775133,0.4920830418183818
11,-0.04246824526945181,-0.04246824526945181,0.03621008114083693,-0.2581169706244608,0.42138105043134394
12,0.823557158514987,0.823557158514987,-0.3519121071508042,0.20317657755613863,0.2840020792300053
13,0.823557158514987,0.823557158514987,-0.3034250187025428,0.05325595329689654,0.38964870633168447
14,0.823557158514987,0.823557158514987,-0.24164085495069318,-0.09769964869244059,0.42138106414715526
15,0.823557158514987,0.823557158514987,-0.19943703492382622,-0.3454351120936025,0.2919662367448169
