,x,y,Sx,Sy,Sz
0,-8.281088913245535,-8.281088913245535,0.19834350505539622,0.34621762324226907,0.2922324589083678
1,-8.281088913245535,-7.281088913245535,0.2492784244870316,0.0978905383213913,0.4165827989708393
2,-8.281088913245535,-6.281088913245535,0.34241601748658934,-0.019703297263266823,0.3578828713086085
3,-8.281088913245535,-5.281088913245535,0.393439063448662,-0.01833387648587436,0.29795157800778455
4,-8.281088913245535,-4.281088913245535,0.38091567461181225,0.014652033831472795,0.3130304100951105
5,-8.281088913245535,-3.2810889132455348,0.3395456133427185,0.01485015672119369,0.3573493653751543
6,-8.281088913245535,-2.2810889132455348,0.3185712078401318,0.0019607387003165028,0.37640319094637065
7,-8.281088913245535,-1.2810889132455348,0.3348572031292525,-0.010171834627879336,0.36256831632572545
8,-8.281088913245535,-0.28108891324553475,0.3719142373476897,-0.016651784933762986,0.3254014847010901
9,-8.281088913245535,0.7189110867544652,0.39196861441100084,-0.0016549099805089895,0.3018149369211831
10,-8.281088913245535,1.7189110867544652,0.3745119441958422,0.014997442864917346,0.3222662843824531
11,-8.281088913245535,2.7189110867544652,0.3423139056108999,0.015289836411501861,0.355625325037337
12,-8.281088913245535,3.7189110867544652,0.32211104454531203,0.005598900460037859,0.37578431823064823
13,-8.281088913245535,4.718911086754465,0.3178590077721622,-0.05131241017582536,0.3784926824451907
14,-8.281088913245535,5.718911086754465,0.34728835179448336,-0.20319838800242446,0.29214050135909797
15,-7.415063509461096,-7.781088913245535,-0.04061035025400719,0.26708435100375433,0.4156240951966007
16,-7.415063509461096,-6.781088913245535,0.04223756738987254,0.07346726880128132,0.4880691887303043
17,-7.415063509461096,-5.781088913245535,0.12546113263685785,0.002233774882339952,0.4788854917902847
18,-7.415063509461096,-4.781088913245535,0.13234997264193368,-0.014784624446607456,0.4748826081440808
19,-7.415063509461096,-3.7810889132455348,0.05604124473031251,-0.030922019288784176,0.48512086435470564
20,-7.415063509461096,-2.7810889132455348,-0.02986911747395183,-0.022090386356570728,0.4851261710074714
21,-7.415063509461096,-1.7810889132455348,-0.0346435751771444,0.020255226057565703,0.4851905385487592
22,-7.415063509461096,-0.7810889132455348,0.04501516544162771,0.03210229866852233,0.4871356678249984
23,-7.415063509461096,0.21891108675446525,0.12067414016046202,0.009653707952645668,0.4789262690463207
24,-7.415063509461096,1.2189110867544652,0.1185646833279187,-0.012461076520760124,0.47896955568204613
25,-7.415063509461096,2.2189110867544652,0.046480911455645056,-0.02656114317466589,0.48681485221900633
26,-7.415063509461096,3.2189110867544652,-0.015088516021497685,-0.00444281269367858,0.4879839763102166
27,-7.415063509461096,4.218911086754465,0.00409272028075729,0.01895446096286366,0.4912330997646892
28,-7.415063509461096,5.218911086754465,0.08689495611129325,-0.0506103990492743,0.4843572756325717
29,-7.415063509461096,6.218911086754465,0.20439122808176136,-0.2549102531356579,0.37459617659517186
30,-6.549038105676658,-7.281088913245535,-0.18599215394860938,0.28870548332045326,0.3583463360299668
31,-6.549038105676658,-6.281088913245535,-0.05941209912625839,0.109776259619452,0.4795648651247929
32,-6.549038105676658,-5.281088913245535,-0.005610644267073167,-0.011236125558005341,0.4969849409090279
33,-6.549038105676658,-4.281088913245535,-0.09420391346043822,-0.12876863293821617,0.46325113065222856
34,-6.549038105676658,-3.2810889132455348,-0.2968190599893544,-0.16874427260979447,0.34102831641056797
35,-6.549038105676658,-2.2810889132455348,-0.41536347396240697,-0.010366288658088876,0.24733917776850062
36,-6.549038105676658,-1.2810889132455348,-0.31524275184875694,0.15880087316618213,0.33105411734867923
37,-6.549038105676658,-0.28108891324553475,-0.1130668321477775,0.12964207113438947,0.4590396168364249
38,-6.549038105676658,0.7189110867544652,-0.027432877165923183,-0.007468731037995672,0.4946481315219289
39,-6.549038105676658,1.7189110867544652,-0.13344401283735086,-0.1324262773301053,0.45111805327433896
40,-6.549038105676658,2.7189110867544652,-0.3247509638386838,-0.1212455610525141,0.336922004545303
41,-6.549038105676658,3.7189110867544652,-0.3725381926775959,0.05336562700761499,0.30655886444773495
42,-6.549038105676658,4.718911086754465,-0.21056778581542424,0.13150031933915707,0.4209468213454691
43,-6.549038105676658,5.718911086754465,-0.0038928808013946577,-0.018965653408962106,0.4915206626504482
44,-6.549038105676658,6.718911086754465,0.15977103029871,-0.2909303690735033,0.3675895816714493
45,-5.683012701892219,-6.781088913245535,-0.2105931450018586,0.33128788822950694,0.3012150471212829
46,-5.683012701892219,-5.781088913245535,-0.07798231481981321,0.10617161863076419,0.4757741638265996
47,-5.683012701892219,-4.781088913245535,-0.06399416744980485,-0.14668833571901418,0.46293621466678614
48,-5.683012701892219,-3.7810889132455348,-0.22121640211220972,-0.3808692091531784,0.19182190559616527
49,-5.683012701892219,-2.7810889132455348,-0.38266190331963706,-0.22088946095020934,-0.20337693744548607
50,-5.683012701892219,-1.7810889132455348,-0.39684151807048273,0.17377189687261682,-0.2244031498022131
51,-5.683012701892219,-0.7810889132455348,-0.2574410806071722,0.3776435374294264,0.15096499334493724
52,-5.683012701892219,0.21891108675446525,-0.08197391711541231,0.14796604682401882,0.4555149111286913
53,-5.683012701892219,1.2189110867544652,-0.10043064158725007,-0.18610752917825327,0.4359816587244734
54,-5.683012701892219,2.2189110867544652,-0.3000067770037583,-0.3601989973469042,0.10442329282156163
55,-5.683012701892219,3.2189110867544652,-0.4342264331822584,-0.09647374635168215,-0.19998756212158167
56,-5.683012701892219,4.218911086754465,-0.4019822224994831,0.2674052328978197,-0.06806124298824293
